Date,Close
2021-06-28,2536.389892578125
2021-06-29,2520.3701171875
2021-06-30,2506.320068359375
2021-07-01,2527.3701171875
2021-07-02,2574.3798828125
2021-07-06,2595.419921875
2021-07-07,2601.550048828125
2021-07-08,2583.5400390625
2021-07-09,2591.489990234375
2021-07-12,2611.280029296875
2021-07-13,2619.889892578125
2021-07-14,2641.64990234375
2021-07-15,2625.330078125
2021-07-16,2636.909912109375
2021-07-19,2585.080078125
2021-07-20,2622.030029296875
2021-07-21,2652.010009765625
2021-07-22,2666.570068359375
2021-07-23,2756.320068359375
2021-07-26,2792.889892578125
2021-07-27,2735.929931640625
2021-07-28,2727.6298828125
2021-07-29,2730.81005859375
2021-07-30,2704.419921875
2021-08-02,2719.7900390625
2021-08-03,2725.60009765625
2021-08-04,2720.570068359375
2021-08-05,2738.800048828125
2021-08-06,2740.719970703125
2021-08-09,2760.0400390625
2021-08-10,2761.929931640625
2021-08-11,2753.7900390625
2021-08-12,2767.7900390625
2021-08-13,2768.1201171875
2021-08-16,2778.320068359375
2021-08-17,2746.010009765625
2021-08-18,2731.39990234375
2021-08-19,2738.27001953125
2021-08-20,2768.739990234375
2021-08-23,2821.989990234375
2021-08-24,2847.969970703125
2021-08-25,2859.0
2021-08-26,2842.4599609375
2021-08-27,2891.010009765625
2021-08-30,2909.389892578125
2021-08-31,2909.239990234375
2021-09-01,2916.840087890625
2021-09-02,2884.3798828125
2021-09-03,2895.5
2021-09-07,2910.3798828125
2021-09-08,2897.669921875
2021-09-09,2898.27001953125
2021-09-10,2838.419921875
2021-09-13,2869.300048828125
2021-09-14,2868.1201171875
2021-09-15,2904.1201171875
2021-09-16,2887.469970703125
2021-09-17,2829.27001953125
2021-09-20,2780.340087890625
2021-09-21,2792.929931640625
2021-09-22,2818.77001953125
2021-09-23,2836.530029296875
2021-09-24,2852.659912109375
2021-09-27,2830.02001953125
2021-09-28,2723.679931640625
2021-09-29,2690.419921875
2021-09-30,2665.31005859375
2021-10-01,2729.25
2021-10-04,2675.300048828125
2021-10-05,2723.5400390625
2021-10-06,2747.080078125
2021-10-07,2783.7099609375
2021-10-08,2801.1201171875
2021-10-11,2776.949951171875
2021-10-12,2734.260009765625
2021-10-13,2758.0
2021-10-14,2828.239990234375
2021-10-15,2833.5
2021-10-18,2859.2099609375
2021-10-19,2876.43994140625
2021-10-20,2848.300048828125
2021-10-21,2855.610107421875
2021-10-22,2772.5
2021-10-25,2775.4599609375
2021-10-26,2793.43994140625
2021-10-27,2928.550048828125
2021-10-28,2922.580078125
2021-10-29,2965.409912109375
2021-11-01,2875.47998046875
2021-11-02,2917.260009765625
2021-11-03,2935.800048828125
2021-11-04,2973.659912109375
2021-11-05,2984.820068359375
2021-11-08,2987.030029296875
2021-11-09,2984.969970703125
2021-11-10,2932.52001953125
2021-11-11,2934.9599609375
2021-11-12,2992.909912109375
2021-11-15,2987.760009765625
2021-11-16,2981.52001953125
2021-11-17,2981.239990234375
2021-11-18,3014.179931640625
2021-11-19,2999.050048828125
2021-11-22,2941.570068359375
2021-11-23,2935.139892578125
2021-11-24,2934.35009765625
2021-11-26,2856.1201171875
2021-11-29,2922.280029296875
2021-11-30,2849.0400390625
2021-12-01,2832.360107421875
2021-12-02,2875.530029296875
2021-12-03,2850.409912109375
2021-12-06,2875.929931640625
2021-12-07,2960.72998046875
2021-12-08,2974.409912109375
2021-12-09,2962.1201171875
2021-12-10,2973.5
2021-12-13,2934.090087890625
2021-12-14,2899.409912109375
2021-12-15,2947.3701171875
2021-12-16,2896.77001953125
2021-12-17,2856.06005859375
2021-12-20,2848.030029296875
2021-12-21,2884.409912109375
2021-12-22,2938.97998046875
2021-12-23,2942.85009765625
2021-12-27,2961.280029296875
2021-12-28,2928.9599609375
2021-12-29,2930.090087890625
2021-12-30,2920.050048828125
2021-12-31,2893.590087890625
2022-01-03,2901.489990234375
2022-01-04,2888.330078125
2022-01-05,2753.070068359375
2022-01-06,2751.02001953125
2022-01-07,2740.090087890625
2022-01-10,2771.47998046875
2022-01-11,2800.35009765625
2022-01-12,2832.9599609375
2022-01-13,2782.6201171875
2022-01-14,2795.72998046875
2022-01-18,2725.81005859375
2022-01-19,2713.0400390625
2022-01-20,2670.1298828125
2022-01-21,2601.840087890625
2022-01-24,2607.43994140625
2022-01-25,2534.7099609375
2022-01-26,2584.800048828125
2022-01-27,2582.419921875
2022-01-28,2665.7900390625
2022-01-31,2713.969970703125
2022-02-01,2757.570068359375
2022-02-02,2960.72998046875
2022-02-03,2853.010009765625
2022-02-04,2860.320068359375
2022-02-07,2778.760009765625
2022-02-08,2784.260009765625
2022-02-09,2829.06005859375
2022-02-10,2772.050048828125
2022-02-11,2682.60009765625
2022-02-14,2706.0
2022-02-15,2728.510009765625
2022-02-16,2749.75
